session,invocation,runtime,workload,model,cold_start_ms,warm_exec_ms,memory_peak_bytes
2,2,firecracker,model2_rs,2,120.152771,0.95947,48234496
2,3,firecracker,model2_rs,2,120.152771,0.620775,48234496
2,4,firecracker,model2_rs,2,120.152771,0.694448,48234496
2,5,firecracker,model2_rs,2,120.152771,1.14231,48234496
2,6,firecracker,model2_rs,2,120.152771,0.849284,48234496
2,7,firecracker,model2_rs,2,120.152771,0.57822,48234496
2,8,firecracker,model2_rs,2,120.152771,0.537329,48234496
2,9,firecracker,model2_rs,2,120.152771,0.586253,48234496
2,10,firecracker,model2_rs,2,120.152771,0.357412,48234496
2,11,firecracker,model2_rs,2,120.152771,0.986536,48234496
2,12,firecracker,model2_rs,2,120.152771,0.70542,48234496
2,13,firecracker,model2_rs,2,120.152771,0.493898,48234496
2,14,firecracker,model2_rs,2,120.152771,0.469389,48234496
2,15,firecracker,model2_rs,2,120.152771,0.470893,48234496
2,16,firecracker,model2_rs,2,120.152771,0.435123,48234496
2,17,firecracker,model2_rs,2,120.152771,0.381675,48234496
2,18,firecracker,model2_rs,2,120.152771,0.526094,48234496
2,19,firecracker,model2_rs,2,120.152771,0.380891,48234496
2,20,firecracker,model2_rs,2,120.152771,0.373863,48234496
2,21,firecracker,model2_rs,2,120.152771,0.34229,48234496
2,22,firecracker,model2_rs,2,120.152771,0.399997,48234496
2,23,firecracker,model2_rs,2,120.152771,0.358999,48234496
2,24,firecracker,model2_rs,2,120.152771,0.362321,48234496
2,25,firecracker,model2_rs,2,120.152771,0.364274,48234496
2,26,firecracker,model2_rs,2,120.152771,0.34979,48234496
2,27,firecracker,model2_rs,2,120.152771,0.364206,48234496
2,28,firecracker,model2_rs,2,120.152771,0.365182,48234496
2,29,firecracker,model2_rs,2,120.152771,0.372913,48234496
3,0,firecracker,model2_rs,2,122.040414,0.763538,47710208
3,1,firecracker,model2_rs,2,122.040414,0.509928,47710208
3,2,firecracker,model2_rs,2,122.040414,0.407127,47710208
3,3,firecracker,model2_rs,2,122.040414,0.357615,47710208
3,4,firecracker,model2_rs,2,122.040414,0.382065,47710208
3,5,firecracker,model2_rs,2,122.040414,0.365232,47710208
3,6,firecracker,model2_rs,2,122.040414,0.396928,47710208
3,7,firecracker,model2_rs,2,122.040414,0.514479,47710208
3,8,firecracker,model2_rs,2,122.040414,0.345747,47710208
3,9,firecracker,model2_rs,2,122.040414,0.357428,47710208
3,10,firecracker,model2_rs,2,122.040414,0.410963,47710208
3,11,firecracker,model2_rs,2,122.040414,0.388967,47710208
3,12,firecracker,model2_rs,2,122.040414,0.419892,47710208
3,13,firecracker,model2_rs,2,122.040414,0.380288,47710208
3,14,firecracker,model2_rs,2,122.040414,0.383556,47710208
3,15,firecracker,model2_rs,2,122.040414,0.359976,47710208
3,16,firecracker,model2_rs,2,122.040414,0.359297,47710208
3,17,firecracker,model2_rs,2,122.040414,0.346673,47710208
3,18,firecracker,model2_rs,2,122.040414,0.365769,47710208
3,19,firecracker,model2_rs,2,122.040414,0.399976,47710208
3,20,firecracker,model2_rs,2,122.040414,0.397665,47710208
3,21,firecracker,model2_rs,2,122.040414,0.344592,47710208
3,22,firecracker,model2_rs,2,122.040414,0.464976,47710208
3,23,firecracker,model2_rs,2,122.040414,0.445009,47710208
3,24,firecracker,model2_rs,2,122.040414,0.41546,47710208
3,25,firecracker,model2_rs,2,122.040414,0.402461,47710208
3,26,firecracker,model2_rs,2,122.040414,0.455367,47710208
3,27,firecracker,model2_rs,2,122.040414,0.397,47710208
3,28,firecracker,model2_rs,2,122.040414,0.440976,47710208
3,29,firecracker,model2_rs,2,122.040414,0.424492,47710208
4,0,firecracker,model2_rs,2,121.450334,0.935267,48103424
4,1,firecracker,model2_rs,2,121.450334,0.826495,48103424
4,2,firecracker,model2_rs,2,121.450334,0.465021,48103424
4,3,firecracker,model2_rs,2,121.450334,0.407791,48103424
4,4,firecracker,model2_rs,2,121.450334,1.011692,48103424
4,5,firecracker,model2_rs,2,121.450334,1.475713,48103424
4,6,firecracker,model2_rs,2,121.450334,1.159777,48103424
4,7,firecracker,model2_rs,2,121.450334,0.975659,48103424
4,8,firecracker,model2_rs,2,121.450334,0.920832,48103424
4,9,firecracker,model2_rs,2,121.450334,0.520726,48103424
4,10,firecracker,model2_rs,2,121.450334,1.601198,48103424
4,11,firecracker,model2_rs,2,121.450334,0.652153,48103424
4,12,firecracker,model2_rs,2,121.450334,0.751659,48103424
4,13,firecracker,model2_rs,2,121.450334,0.663857,48103424
4,14,firecracker,model2_rs,2,121.450334,0.395662,48103424
4,15,firecracker,model2_rs,2,121.450334,0.392922,48103424
4,16,firecracker,model2_rs,2,121.450334,0.440212,48103424
4,17,firecracker,model2_rs,2,121.450334,0.557898,48103424
4,18,firecracker,model2_rs,2,121.450334,0.463148,48103424
4,19,firecracker,model2_rs,2,121.450334,0.444189,48103424
4,20,firecracker,model2_rs,2,121.450334,0.426927,48103424
4,21,firecracker,model2_rs,2,121.450334,0.421477,48103424
4,22,firecracker,model2_rs,2,121.450334,0.378129,48103424
4,23,firecracker,model2_rs,2,121.450334,0.371834,48103424
4,24,firecracker,model2_rs,2,121.450334,0.432121,48103424
4,25,firecracker,model2_rs,2,121.450334,0.466746,48103424
4,26,firecracker,model2_rs,2,121.450334,0.37612,48103424
4,27,firecracker,model2_rs,2,121.450334,0.379454,48103424
4,28,firecracker,model2_rs,2,121.450334,0.385082,48103424
4,29,firecracker,model2_rs,2,121.450334,0.420724,48103424
