session,invocation,runtime,model,cold_start_ms,warm_exec_ms,memory_peak_bytes
3,29,wasmtime,2,3.787964,0.070737,16777216
4,0,wasmtime,2,3.709031,0.092687,16384000
4,1,wasmtime,2,3.709031,0.066321,16384000
4,2,wasmtime,2,3.709031,0.118121,16384000
4,3,wasmtime,2,3.709031,0.099278,16384000
4,4,wasmtime,2,3.709031,0.094596,16384000
4,5,wasmtime,2,3.709031,0.15139,16384000
4,6,wasmtime,2,3.709031,0.048309,16384000
4,7,wasmtime,2,3.709031,0.052493,16384000
4,8,wasmtime,2,3.709031,0.105164,16384000
4,9,wasmtime,2,3.709031,0.086984,16384000
4,10,wasmtime,2,3.709031,0.064457,16384000
4,11,wasmtime,2,3.709031,0.051471,16384000
4,12,wasmtime,2,3.709031,0.048973,16384000
4,13,wasmtime,2,3.709031,0.053278,16384000
4,14,wasmtime,2,3.709031,0.061333,16384000
4,15,wasmtime,2,3.709031,0.071914,16384000
4,16,wasmtime,2,3.709031,0.059298,16384000
4,17,wasmtime,2,3.709031,0.067242,16384000
4,18,wasmtime,2,3.709031,0.04274,16384000
4,19,wasmtime,2,3.709031,0.058998,16384000
4,20,wasmtime,2,3.709031,0.045654,16384000
4,21,wasmtime,2,3.709031,0.047397,16384000
4,22,wasmtime,2,3.709031,0.051337,16384000
4,23,wasmtime,2,3.709031,0.061713,16384000
4,24,wasmtime,2,3.709031,0.043649,16384000
4,25,wasmtime,2,3.709031,0.055878,16384000
4,26,wasmtime,2,3.709031,0.05845,16384000
4,27,wasmtime,2,3.709031,0.055496,16384000
4,28,wasmtime,2,3.709031,0.05357,16384000
4,29,wasmtime,2,3.709031,0.048093,16384000
