session,invocation,runtime,model,cold_start_ms,warm_exec_ms,memory_peak_bytes
2,0,docker,2,175.363249,0.408787,5386240
2,1,docker,2,175.363249,0.254731,5386240
2,2,docker,2,175.363249,0.240533,5386240
2,3,docker,2,175.363249,0.222023,5386240
2,4,docker,2,175.363249,0.210945,5386240
2,5,docker,2,175.363249,0.204364,5386240
2,6,docker,2,175.363249,0.194208,5386240
2,7,docker,2,175.363249,0.19759,5386240
2,8,docker,2,175.363249,0.15046,5386240
2,9,docker,2,175.363249,0.190208,5386240
2,10,docker,2,175.363249,0.172039,5386240
2,11,docker,2,175.363249,0.216725,5386240
2,12,docker,2,175.363249,0.182743,5386240
2,13,docker,2,175.363249,0.309689,5386240
2,14,docker,2,175.363249,0.212407,5386240
2,15,docker,2,175.363249,0.207457,5386240
2,16,docker,2,175.363249,0.162082,5386240
2,17,docker,2,175.363249,0.179322,5386240
2,18,docker,2,175.363249,0.168844,5386240
2,19,docker,2,175.363249,0.178818,5386240
2,20,docker,2,175.363249,0.188857,5386240
2,21,docker,2,175.363249,0.198315,5386240
2,22,docker,2,175.363249,0.184048,5386240
2,23,docker,2,175.363249,0.407358,5386240
2,24,docker,2,175.363249,0.191632,5386240
2,25,docker,2,175.363249,0.187203,5386240
2,26,docker,2,175.363249,0.200004,5386240
2,27,docker,2,175.363249,0.177051,5386240
2,28,docker,2,175.363249,0.205422,5386240
2,29,docker,2,175.363249,0.193925,5386240
3,0,docker,2,253.090946,0.365436,5611520
3,1,docker,2,253.090946,0.259748,5611520
3,2,docker,2,253.090946,0.222147,5611520
3,3,docker,2,253.090946,0.213339,5611520
3,4,docker,2,253.090946,0.307772,5611520
3,5,docker,2,253.090946,0.176064,5611520
3,6,docker,2,253.090946,0.209381,5611520
3,7,docker,2,253.090946,0.235384,5611520
3,8,docker,2,253.090946,0.229651,5611520
3,9,docker,2,253.090946,0.219058,5611520
3,10,docker,2,253.090946,0.198884,5611520
3,11,docker,2,253.090946,0.23602,5611520
3,12,docker,2,253.090946,0.248,5611520
3,13,docker,2,253.090946,0.2131,5611520
3,14,docker,2,253.090946,0.217376,5611520
3,15,docker,2,253.090946,0.201144,5611520
3,16,docker,2,253.090946,0.201619,5611520
3,17,docker,2,253.090946,0.187551,5611520
3,18,docker,2,253.090946,0.195637,5611520
3,19,docker,2,253.090946,0.204417,5611520
3,20,docker,2,253.090946,0.189514,5611520
3,21,docker,2,253.090946,0.442664,5611520
3,22,docker,2,253.090946,0.191286,5611520
3,23,docker,2,253.090946,0.215205,5611520
3,24,docker,2,253.090946,0.19623,5611520
3,25,docker,2,253.090946,0.187867,5611520
3,26,docker,2,253.090946,0.184103,5611520
3,27,docker,2,253.090946,0.191325,5611520
3,28,docker,2,253.090946,0.180612,5611520
3,29,docker,2,253.090946,0.172595,5611520
4,0,docker,2,196.411838,0.446028,5844992
4,1,docker,2,196.411838,0.24075,5844992
4,2,docker,2,196.411838,0.196083,5844992
4,3,docker,2,196.411838,0.199335,5844992
4,4,docker,2,196.411838,0.17667,5844992
4,5,docker,2,196.411838,0.215225,5844992
4,6,docker,2,196.411838,0.215856,5844992
4,7,docker,2,196.411838,0.218601,5844992
4,8,docker,2,196.411838,0.225498,5844992
4,9,docker,2,196.411838,0.210705,5844992
4,10,docker,2,196.411838,0.206904,5844992
4,11,docker,2,196.411838,0.1811,5844992
4,12,docker,2,196.411838,0.174422,5844992
4,13,docker,2,196.411838,0.18414,5844992
4,14,docker,2,196.411838,0.167583,5844992
4,15,docker,2,196.411838,0.177073,5844992
4,16,docker,2,196.411838,0.210746,5844992
4,17,docker,2,196.411838,0.208195,5844992
4,18,docker,2,196.411838,0.230661,5844992
4,19,docker,2,196.411838,0.228289,5844992
4,20,docker,2,196.411838,0.150833,5844992
4,21,docker,2,196.411838,0.215162,5844992
4,22,docker,2,196.411838,0.194381,5844992
4,23,docker,2,196.411838,0.176558,5844992
4,24,docker,2,196.411838,0.222488,5844992
4,25,docker,2,196.411838,0.241407,5844992
4,26,docker,2,196.411838,0.173515,5844992
4,27,docker,2,196.411838,0.246325,5844992
4,28,docker,2,196.411838,0.208496,5844992
4,29,docker,2,196.411838,0.211076,5844992
